,Unnamed: 0,Team,Game,Date,Home,Opponent,WINorLOSS,TeamPoints,OpponentPoints,FieldGoals,FieldGoalsAttempted,FieldGoals.,X3PointShots,X3PointShotsAttempted,X3PointShots.,FreeThrows,FreeThrowsAttempted,FreeThrows.,OffRebounds,TotalRebounds,Assists,Steals,Blocks,Turnovers,TotalFouls,Opp.FieldGoals,Opp.FieldGoalsAttempted,Opp.FieldGoals.,Opp.3PointShots,Opp.3PointShotsAttempted,Opp.3PointShots.,Opp.FreeThrows,Opp.FreeThrowsAttempted,Opp.FreeThrows.,Opp.OffRebounds,Opp.TotalRebounds,Opp.Assists,Opp.Steals,Opp.Blocks,Opp.Turnovers,Opp.TotalFouls
132,511,BOS,51,2015-02-11,Home,ATL,W,89,88,30,93,0.323,10,31,0.323,19,20,0.95,16,56,21,7,4,10,23,33,78,0.423,7,29,0.241,15,23,0.652,5,44,23,6,5,12,17
136,551,BOS,55,2015-02-25,Home,NYK,W,115,94,42,83,0.506,14,31,0.452,17,20,0.85,8,46,29,6,1,13,26,34,82,0.415,2,21,0.095,24,31,0.774,9,41,19,6,4,13,20
137,561,BOS,56,2015-02-27,Home,CHO,W,106,98,40,96,0.417,14,35,0.4,12,15,0.8,14,47,24,8,5,8,15,37,82,0.451,10,21,0.476,14,17,0.824,8,48,19,8,7,16,18
138,571,BOS,57,2015-03-01,Home,GSW,L,101,106,40,109,0.367,8,31,0.258,13,17,0.765,21,60,21,4,3,8,17,40,95,0.421,12,34,0.353,14,17,0.824,15,55,19,4,8,10,18
140,591,BOS,59,2015-03-04,Home,UTA,W,85,84,33,88,0.375,8,27,0.296,11,20,0.55,12,39,21,5,3,3,20,34,75,0.453,3,19,0.158,13,21,0.619,11,51,21,1,4,13,19
144,631,BOS,63,2015-03-11,Home,MEM,W,95,92,37,85,0.435,8,27,0.296,13,17,0.765,12,36,28,11,5,16,16,37,78,0.474,5,12,0.417,13,13,1.0,10,41,21,11,4,21,19
145,641,BOS,64,2015-03-13,Home,ORL,W,95,88,37,86,0.43,10,26,0.385,11,20,0.55,10,47,19,7,4,16,23,34,80,0.425,6,20,0.3,14,28,0.5,10,50,20,9,4,19,21
147,661,BOS,66,2015-03-16,Home,PHI,W,108,89,44,88,0.5,8,20,0.4,12,15,0.8,5,42,27,7,3,11,21,34,84,0.405,8,24,0.333,13,24,0.542,9,40,20,7,4,16,20
150,691,BOS,69,2015-03-22,Home,DET,L,97,105,38,105,0.362,8,27,0.296,13,17,0.765,18,59,24,7,5,13,23,39,89,0.438,9,26,0.346,18,30,0.6,11,56,24,5,10,14,21
152,711,BOS,71,2015-03-25,Home,MIA,L,86,93,28,69,0.406,5,19,0.263,25,37,0.676,10,43,16,8,4,16,25,34,77,0.442,9,24,0.375,16,23,0.696,8,38,23,7,6,16,28
154,731,BOS,73,2015-03-29,Home,LAC,L,106,119,39,93,0.419,8,31,0.258,20,23,0.87,9,40,29,8,1,10,32,41,84,0.488,13,32,0.406,24,40,0.6,13,53,28,5,5,12,21
156,751,BOS,75,2015-04-01,Home,IND,W,100,87,39,86,0.453,6,27,0.222,16,18,0.889,7,46,29,9,2,10,23,34,81,0.42,6,15,0.4,13,23,0.565,8,39,17,5,3,12,20
157,761,BOS,76,2015-04-03,Home,MIL,L,101,110,39,88,0.443,8,24,0.333,15,16,0.938,9,41,19,7,2,16,20,45,85,0.529,9,24,0.375,11,18,0.611,9,45,31,10,6,18,20
161,801,BOS,80,2015-04-12,Home,CLE,W,117,78,46,84,0.548,10,24,0.417,15,22,0.682,6,38,29,20,1,7,22,31,79,0.392,3,22,0.136,13,19,0.684,11,44,18,1,5,24,18
162,811,BOS,81,2015-04-14,Home,TOR,W,95,93,38,99,0.384,6,27,0.222,13,15,0.867,17,50,24,7,6,14,19,35,80,0.438,9,24,0.375,14,20,0.7,7,43,17,9,9,18,18
166,312,BRK,3,2014-11-03,Home,OKC,W,116,85,44,84,0.524,11,23,0.478,17,19,0.895,9,42,25,11,3,8,21,32,82,0.39,8,23,0.348,13,21,0.619,15,44,14,3,3,17,17
167,412,BRK,4,2014-11-05,Home,MIN,L,91,98,36,82,0.439,8,21,0.381,11,17,0.647,7,42,17,6,5,18,22,37,90,0.411,7,17,0.412,17,22,0.773,13,51,22,9,4,11,21
168,512,BRK,5,2014-11-07,Home,NYK,W,110,99,38,74,0.514,14,24,0.583,20,26,0.769,7,42,18,6,6,16,24,37,90,0.411,8,19,0.421,17,21,0.81,15,43,22,7,2,14,24
169,612,BRK,6,2014-11-09,Home,ORL,W,104,96,40,83,0.482,4,14,0.286,20,23,0.87,14,45,23,10,5,14,21,39,75,0.52,8,15,0.533,10,16,0.625,5,31,25,7,2,17,24
173,102,BRK,10,2014-11-17,Home,MIA,L,83,95,29,70,0.414,9,23,0.391,16,26,0.615,11,35,18,10,5,12,19,31,72,0.431,9,27,0.333,24,27,0.889,10,41,19,6,2,14,24
174,113,BRK,11,2014-11-19,Home,MIL,L,118,122,44,92,0.478,9,31,0.29,21,29,0.724,10,49,26,7,6,20,25,48,108,0.444,5,24,0.208,21,28,0.75,16,51,23,12,4,13,28
178,152,BRK,15,2014-11-30,Home,CHI,L,84,102,32,86,0.372,2,14,0.143,18,24,0.75,7,34,16,9,0,10,25,34,69,0.493,7,24,0.292,27,34,0.794,7,50,19,6,5,19,24
180,172,BRK,17,2014-12-03,Home,SAS,W,95,93,37,90,0.411,9,19,0.474,12,18,0.667,9,54,20,2,2,10,10,36,101,0.356,12,32,0.375,9,12,0.75,18,58,23,5,6,8,19
181,182,BRK,18,2014-12-05,Home,ATL,L,75,98,30,80,0.375,3,18,0.167,12,19,0.632,9,51,16,4,2,17,21,35,81,0.432,13,34,0.382,15,24,0.625,6,46,22,12,4,10,22
182,192,BRK,19,2014-12-08,Home,CLE,L,88,110,36,81,0.444,4,19,0.211,12,19,0.632,10,33,25,6,2,12,18,43,90,0.478,9,25,0.36,15,22,0.682,20,55,25,10,5,13,17
184,213,BRK,21,2014-12-12,Home,PHI,W,88,70,36,81,0.444,5,20,0.25,11,17,0.647,13,47,25,16,5,17,15,22,69,0.319,11,28,0.393,15,20,0.75,10,37,18,10,4,23,20
186,232,BRK,23,2014-12-16,Home,MIA,L,91,95,30,77,0.39,8,28,0.286,23,32,0.719,11,37,25,9,2,17,26,33,72,0.458,9,24,0.375,20,26,0.769,7,41,20,9,2,18,23
189,262,BRK,26,2014-12-21,Home,DET,W,110,105,40,76,0.526,8,20,0.4,22,29,0.759,3,37,29,9,4,15,18,40,91,0.44,9,27,0.333,16,26,0.615,18,50,26,10,6,13,22
190,272,BRK,27,2014-12-23,Home,DEN,W,102,96,43,91,0.473,6,23,0.261,10,14,0.714,12,39,21,10,3,9,19,36,82,0.439,7,25,0.28,17,22,0.773,14,51,15,4,4,18,15
192,292,BRK,29,2014-12-27,Home,IND,L,85,110,28,77,0.364,7,25,0.28,22,27,0.815,5,35,15,2,4,15,20,44,86,0.512,9,18,0.5,13,18,0.722,7,45,33,11,5,10,25
193,302,BRK,30,2014-12-29,Home,SAC,W,107,99,36,80,0.45,8,21,0.381,27,39,0.692,14,40,20,12,3,9,18,37,76,0.487,9,20,0.45,16,20,0.8,11,44,22,5,3,21,26
197,342,BRK,34,2015-01-05,Home,DAL,L,88,96,33,84,0.393,3,25,0.12,19,23,0.826,7,52,20,5,7,14,21,37,94,0.394,10,27,0.37,12,19,0.632,14,51,24,8,6,10,17
198,352,BRK,35,2015-01-07,Home,BOS,L,81,89,30,74,0.405,3,14,0.214,18,26,0.692,11,50,18,3,6,17,18,35,88,0.398,5,18,0.278,14,17,0.824,11,41,22,8,2,6,26
199,362,BRK,36,2015-01-09,Home,PHI,L,88,90,33,73,0.452,3,16,0.188,19,27,0.704,9,42,21,8,3,17,19,36,79,0.456,8,17,0.471,10,17,0.588,11,38,22,15,4,14,22
201,382,BRK,38,2015-01-12,Home,HOU,L,99,113,39,84,0.464,5,21,0.238,16,18,0.889,11,41,18,7,4,16,18,41,86,0.477,16,40,0.4,15,20,0.75,12,42,22,9,2,14,18
202,392,BRK,39,2015-01-14,Home,MEM,L,92,103,36,75,0.48,10,26,0.385,10,12,0.833,6,36,19,5,1,18,25,39,83,0.47,3,17,0.176,22,29,0.759,14,41,18,13,3,9,19
204,413,BRK,41,2015-01-17,Home,WAS,L,90,99,36,82,0.439,4,17,0.235,14,18,0.778,11,40,17,6,0,10,20,40,77,0.519,5,16,0.313,14,27,0.519,13,49,23,7,5,13,15
209,462,BRK,46,2015-01-30,Home,TOR,L,122,127,49,101,0.485,4,19,0.211,20,26,0.769,14,50,19,7,4,7,20,47,92,0.511,7,26,0.269,26,30,0.867,9,45,22,5,3,9,21
210,472,BRK,47,2015-02-02,Home,LAC,W,102,100,41,83,0.494,12,27,0.444,8,18,0.444,10,45,21,4,0,16,27,42,89,0.472,8,23,0.348,8,25,0.32,15,52,23,6,1,12,22
212,492,BRK,49,2015-02-06,Home,NYK,W,92,88,37,74,0.5,3,11,0.273,15,22,0.682,10,47,23,1,10,14,19,34,89,0.382,6,24,0.25,14,17,0.824,13,40,23,8,3,5,22
221,582,BRK,58,2015-03-02,Home,GSW,W,110,108,44,89,0.494,10,21,0.476,12,16,0.75,11,38,20,7,1,13,12,42,90,0.467,11,30,0.367,13,18,0.722,17,50,26,11,7,15,20
222,592,BRK,59,2015-03-04,Home,CHO,L,91,115,35,88,0.398,3,16,0.188,18,24,0.75,12,38,15,6,1,9,24,42,85,0.494,8,19,0.421,23,28,0.821,12,49,24,5,2,11,20
223,602,BRK,60,2015-03-06,Home,PHO,L,100,108,34,97,0.351,8,22,0.364,24,29,0.828,18,57,21,5,1,20,29,39,91,0.429,3,26,0.115,27,35,0.771,12,51,19,13,2,15,24
224,613,BRK,61,2015-03-08,Home,UTA,L,88,95,38,76,0.5,8,15,0.533,4,11,0.364,7,30,21,9,2,14,16,34,72,0.472,10,22,0.455,17,21,0.81,12,43,24,6,4,16,12
